artist,track,position,date
Drake,Hotline Bling,1,2016-01-02
Fetty Wap Featuring Remy Boyz,679,2,2016-01-02
Drake & Future,Jumpman,3,2016-01-02
Travi$ Scott,Antidote,4,2016-01-02
Post Malone,White Iverson,5,2016-01-02
Future Featuring Drake,Where Ya At,6,2016-01-02
G-Eazy x Bebe Rexha,"Me, Myself & I",7,2016-01-02
Fetty Wap,Again,8,2016-01-02
iLoveMemphis,Hit The Quan,9,2016-01-02
DeJ Loaf Featuring Big Sean,Back Up,10,2016-01-02
Fetty Wap Featuring Monty,My Way,11,2016-01-02
Missy Elliott Featuring Pharrell Williams,WTF (Where They From),12,2016-01-02
Yo Gotti,Down In The DM,13,2016-01-02
DLOW,Bet You Can't Do It Like Me,14,2016-01-02
Drake & Future,Big Rings,15,2016-01-02
Drake,Back To Back,16,2016-01-02
Young Thug,Best Friend,17,2016-01-02
Lil Dicky Featuring Fetty Wap & Rich Homie Quan,$ave Dat Money,18,2016-01-02
Ty Dolla $ign Featuring Future & Rae Sremmurd,Blase,19,2016-01-02
"Macklemore & Ryan Lewis Featuring Eric Nally, Melle Mel, Kool Moe Dee & Grandmaster Caz",Downtown,20,2016-01-02
Big Sean Featuring Chris Brown & Ty Dolla $ign,Play No Games,21,2016-01-02
Drake,Right Hand,22,2016-01-02
Future,Stick Talk,23,2016-01-02
Kevin Gates,Really Really,24,2016-01-02
Fetty Wap,RGF Island,25,2016-01-02
Drake,Hotline Bling,1,2016-01-09
Drake & Future,Jumpman,2,2016-01-09
Fetty Wap Featuring Remy Boyz,679,3,2016-01-09
Travi$ Scott,Antidote,4,2016-01-09
Post Malone,White Iverson,5,2016-01-09
iLoveMemphis,Hit The Quan,6,2016-01-09
G-Eazy x Bebe Rexha,"Me, Myself & I",7,2016-01-09
Fetty Wap,Again,8,2016-01-09
Future Featuring Drake,Where Ya At,9,2016-01-09
DLOW,Bet You Can't Do It Like Me,10,2016-01-09
Yo Gotti,Down In The DM,11,2016-01-09
DeJ Loaf Featuring Big Sean,Back Up,12,2016-01-09
Missy Elliott Featuring Pharrell Williams,WTF (Where They From),13,2016-01-09
Drake & Future,Big Rings,14,2016-01-09
Young Thug,Best Friend,15,2016-01-09
Drake,Back To Back,16,2016-01-09
Lil Dicky Featuring Fetty Wap & Rich Homie Quan,$ave Dat Money,17,2016-01-09
Drake,Right Hand,18,2016-01-09
"Macklemore & Ryan Lewis Featuring Eric Nally, Melle Mel, Kool Moe Dee & Grandmaster Caz",Downtown,19,2016-01-09
Fetty Wap,RGF Island,20,2016-01-09
Ty Dolla $ign Featuring Future & Rae Sremmurd,Blase,21,2016-01-09
Big Sean Featuring Chris Brown & Ty Dolla $ign,Play No Games,22,2016-01-09
Kevin Gates,Really Really,23,2016-01-09
Future,Stick Talk,24,2016-01-09
2 Chainz,Watch Out,25,2016-01-09
Drake,Hotline Bling,1,2016-01-16
Fetty Wap Featuring Remy Boyz,679,2,2016-01-16
Drake & Future,Jumpman,3,2016-01-16
Post Malone,White Iverson,4,2016-01-16
Travi$ Scott,Antidote,5,2016-01-16
G-Eazy x Bebe Rexha,"Me, Myself & I",6,2016-01-16
iLoveMemphis,Hit The Quan,7,2016-01-16
Fetty Wap,Again,8,2016-01-16
Future Featuring Drake,Where Ya At,9,2016-01-16
Yo Gotti,Down In The DM,10,2016-01-16
DLOW,Bet You Can't Do It Like Me,11,2016-01-16
DeJ Loaf Featuring Big Sean,Back Up,12,2016-01-16
Drake & Future,Big Rings,13,2016-01-16
Missy Elliott Featuring Pharrell Williams,WTF (Where They From),14,2016-01-16
Drake,Right Hand,15,2016-01-16
Young Thug,Best Friend,16,2016-01-16
"Macklemore & Ryan Lewis Featuring Eric Nally, Melle Mel, Kool Moe Dee & Grandmaster Caz",Downtown,17,2016-01-16
Fetty Wap,RGF Island,18,2016-01-16
Lil Dicky Featuring Fetty Wap & Rich Homie Quan,$ave Dat Money,19,2016-01-16
Kevin Gates,Really Really,20,2016-01-16
Ty Dolla $ign Featuring Future & Rae Sremmurd,Blase,21,2016-01-16
2 Chainz,Watch Out,22,2016-01-16
Future,Stick Talk,23,2016-01-16
Fetty Wap Featuring Monty,Jugg,24,2016-01-16
Big Sean Featuring Chris Brown & Ty Dolla $ign,Play No Games,25,2016-01-16
Drake,Hotline Bling,1,2016-01-23
Drake & Future,Jumpman,2,2016-01-23
Post Malone,White Iverson,3,2016-01-23
Fetty Wap Featuring Remy Boyz,679,4,2016-01-23
Travi$ Scott,Antidote,5,2016-01-23
G-Eazy x Bebe Rexha,"Me, Myself & I",6,2016-01-23
Yo Gotti,Down In The DM,7,2016-01-23
Fetty Wap,Again,8,2016-01-23
Future Featuring Drake,Where Ya At,9,2016-01-23
iLoveMemphis,Hit The Quan,10,2016-01-23
DeJ Loaf Featuring Big Sean,Back Up,11,2016-01-23
DLOW,Bet You Can't Do It Like Me,12,2016-01-23
Young Thug,Best Friend,13,2016-01-23
Drake & Future,Big Rings,14,2016-01-23
Missy Elliott Featuring Pharrell Williams,WTF (Where They From),15,2016-01-23
"Macklemore & Ryan Lewis Featuring Eric Nally, Melle Mel, Kool Moe Dee & Grandmaster Caz",Downtown,16,2016-01-23
Lil Dicky Featuring Fetty Wap & Rich Homie Quan,$ave Dat Money,17,2016-01-23
Kevin Gates,Really Really,18,2016-01-23
2 Chainz,Watch Out,19,2016-01-23
Big Sean Featuring Chris Brown & Ty Dolla $ign,Play No Games,20,2016-01-23
Kevin Gates,2 Phones,21,2016-01-23
Fetty Wap,RGF Island,22,2016-01-23
Ty Dolla $ign Featuring Future & Rae Sremmurd,Blase,23,2016-01-23
"Colonel Loud Featuring T.I., Young Dolph & Ricco Barrino",California,24,2016-01-23
Future,Stick Talk,25,2016-01-23
Drake,Hotline Bling,1,2016-01-30
Drake & Future,Jumpman,2,2016-01-30
Post Malone,White Iverson,3,2016-01-30
Travi$ Scott,Antidote,4,2016-01-30
Fetty Wap Featuring Remy Boyz,679,5,2016-01-30
G-Eazy x Bebe Rexha,"Me, Myself & I",6,2016-01-30
Yo Gotti,Down In The DM,7,2016-01-30
Fetty Wap,Again,8,2016-01-30
Future Featuring Drake,Where Ya At,9,2016-01-30
Young Thug,Best Friend,10,2016-01-30
DLOW,Bet You Can't Do It Like Me,11,2016-01-30
DeJ Loaf Featuring Big Sean,Back Up,12,2016-01-30
iLoveMemphis,Hit The Quan,13,2016-01-30
Drake & Future,Big Rings,14,2016-01-30
Kevin Gates,2 Phones,15,2016-01-30
Missy Elliott Featuring Pharrell Williams,WTF (Where They From),16,2016-01-30
Lil Dicky Featuring Fetty Wap & Rich Homie Quan,$ave Dat Money,17,2016-01-30
Kevin Gates,Really Really,18,2016-01-30
2 Chainz,Watch Out,19,2016-01-30
Fetty Wap,RGF Island,20,2016-01-30
Lil Durk & DeJ Loaf,My Beyonce,21,2016-01-30
"Colonel Loud Featuring T.I., Young Dolph & Ricco Barrino",California,22,2016-01-30
iLoveMemphis,Lean & Dabb,23,2016-01-30
J. Cole,A Tale Of 2 Citiez,24,2016-01-30
Future,Stick Talk,25,2016-01-30
Drake,Hotline Bling,1,2016-02-06
Drake & Future,Jumpman,2,2016-02-06
G-Eazy x Bebe Rexha,"Me, Myself & I",3,2016-02-06
Post Malone,White Iverson,4,2016-02-06
Travi$ Scott,Antidote,5,2016-02-06
Fetty Wap Featuring Remy Boyz,679,6,2016-02-06
Yo Gotti,Down In The DM,7,2016-02-06
Fetty Wap,Again,8,2016-02-06
Young Thug,Best Friend,9,2016-02-06
DLOW,Bet You Can't Do It Like Me,10,2016-02-06
iLoveMemphis,Hit The Quan,11,2016-02-06
DeJ Loaf Featuring Big Sean,Back Up,12,2016-02-06
Kevin Gates,2 Phones,13,2016-02-06
Drake & Future,Big Rings,14,2016-02-06
Lil Dicky Featuring Fetty Wap & Rich Homie Quan,$ave Dat Money,15,2016-02-06
Kevin Gates,Really Really,16,2016-02-06
Missy Elliott Featuring Pharrell Williams,WTF (Where They From),17,2016-02-06
2 Chainz,Watch Out,18,2016-02-06
iLoveMemphis,Lean & Dabb,19,2016-02-06
Fetty Wap,RGF Island,20,2016-02-06
"Colonel Loud Featuring T.I., Young Dolph & Ricco Barrino",California,21,2016-02-06
Curren$Y Featuring August Alsina & Lil Wayne,Bottom Of The Bottle,22,2016-02-06
Future,Stick Talk,23,2016-02-06
Lil Durk & DeJ Loaf,My Beyonce,24,2016-02-06
Kid Ink Featuring Fetty Wap,Promise,25,2016-02-06
G-Eazy x Bebe Rexha,"Me, Myself & I",1,2016-02-13
Drake,Hotline Bling,2,2016-02-13
Post Malone,White Iverson,3,2016-02-13
Drake & Future,Jumpman,4,2016-02-13
Travi$ Scott,Antidote,5,2016-02-13
Yo Gotti,Down In The DM,6,2016-02-13
Fetty Wap,Again,7,2016-02-13
Young Thug,Best Friend,8,2016-02-13
Wiz Khalifa Featuring Travi$ Scott,Bake Sale,9,2016-02-13
2 Chainz,Watch Out,10,2016-02-13
Kevin Gates,2 Phones,11,2016-02-13
iLoveMemphis,Hit The Quan,12,2016-02-13
Drake & Future,Big Rings,13,2016-02-13
DLOW,Bet You Can't Do It Like Me,14,2016-02-13
Lil Dicky Featuring Fetty Wap & Rich Homie Quan,$ave Dat Money,15,2016-02-13
Kevin Gates,Really Really,16,2016-02-13
Missy Elliott Featuring Pharrell Williams,WTF (Where They From),17,2016-02-13
Curren$Y Featuring August Alsina & Lil Wayne,Bottom Of The Bottle,18,2016-02-13
iLoveMemphis,Lean & Dabb,19,2016-02-13
Future,Stick Talk,20,2016-02-13
Kid Ink Featuring Fetty Wap,Promise,21,2016-02-13
Fetty Wap,RGF Island,22,2016-02-13
"Colonel Loud Featuring T.I., Young Dolph & Ricco Barrino",California,23,2016-02-13
K Camp Featuring Fetty Wap,1Hunnid,24,2016-02-13
Lil Durk & DeJ Loaf,My Beyonce,25,2016-02-13
Drake,Summer Sixteen,1,2016-02-20
G-Eazy x Bebe Rexha,"Me, Myself & I",2,2016-02-20
Drake,Hotline Bling,3,2016-02-20
Drake & Future,Jumpman,4,2016-02-20
Post Malone,White Iverson,5,2016-02-20
Travi$ Scott,Antidote,6,2016-02-20
Yo Gotti,Down In The DM,7,2016-02-20
Kevin Gates,2 Phones,8,2016-02-20
Fetty Wap,Again,9,2016-02-20
Young Thug,Best Friend,10,2016-02-20
Kevin Gates,Really Really,11,2016-02-20
Drake & Future,Big Rings,12,2016-02-20
2 Chainz,Watch Out,13,2016-02-20
Lil Dicky Featuring Fetty Wap & Rich Homie Quan,$ave Dat Money,14,2016-02-20
DLOW,Bet You Can't Do It Like Me,15,2016-02-20
Missy Elliott Featuring Pharrell Williams,WTF (Where They From),16,2016-02-20
"Kevin Gates Featuring Trey Songz, Ty Dolla $ign &  Jamie Foxx",Jam,17,2016-02-20
Wiz Khalifa Featuring Travi$ Scott,Bake Sale,18,2016-02-20
Curren$Y Featuring August Alsina & Lil Wayne,Bottom Of The Bottle,19,2016-02-20
Kid Ink Featuring Fetty Wap,Promise,20,2016-02-20
Future,Stick Talk,21,2016-02-20
iLoveMemphis,Lean & Dabb,22,2016-02-20
Fetty Wap,RGF Island,23,2016-02-20
Luke Nasty,Might Be,24,2016-02-20
K Camp Featuring Fetty Wap,1Hunnid,25,2016-02-20
G-Eazy x Bebe Rexha,"Me, Myself & I",1,2016-02-27
Drake,Hotline Bling,2,2016-02-27
Yo Gotti Featuring Nicki Minaj,Down In The DM,3,2016-02-27
Drake & Future,Jumpman,4,2016-02-27
Drake,Summer Sixteen,5,2016-02-27
Travi$ Scott,Antidote,6,2016-02-27
Post Malone,White Iverson,7,2016-02-27
Kevin Gates,2 Phones,8,2016-02-27
Future Featuring The Weeknd,Low Life,9,2016-02-27
Young Thug,Best Friend,10,2016-02-27
Kevin Gates,Really Really,11,2016-02-27
Drake & Future,Big Rings,12,2016-02-27
Future,Fly S**t Only,13,2016-02-27
Fetty Wap,Jimmy Choo,14,2016-02-27
Wiz Khalifa Featuring Travi$ Scott,Bake Sale,15,2016-02-27
2 Chainz,Watch Out,16,2016-02-27
DLOW,Bet You Can't Do It Like Me,17,2016-02-27
Missy Elliott Featuring Pharrell Williams,WTF (Where They From),18,2016-02-27
Luke Nasty,Might Be,19,2016-02-27
Kid Ink Featuring Fetty Wap,Promise,20,2016-02-27
iLoveMemphis,Lean & Dabb,21,2016-02-27
Future,Stick Talk,22,2016-02-27
O.T. Genasis Featuring Young Dolph,Cut It,23,2016-02-27
Curren$Y Featuring August Alsina & Lil Wayne,Bottom Of The Bottle,24,2016-02-27
Future,Xanny Family,25,2016-02-27
G-Eazy x Bebe Rexha,"Me, Myself & I",1,2016-03-05
Yo Gotti Featuring Nicki Minaj,Down In The DM,2,2016-03-05
Drake,Hotline Bling,3,2016-03-05
Drake & Future,Jumpman,4,2016-03-05
Drake,Summer Sixteen,5,2016-03-05
Travi$ Scott,Antidote,6,2016-03-05
Kevin Gates,2 Phones,7,2016-03-05
Young Thug,Best Friend,8,2016-03-05
Future Featuring The Weeknd,Low Life,9,2016-03-05
Fetty Wap,Jimmy Choo,10,2016-03-05
Kevin Gates,Really Really,11,2016-03-05
Drake & Future,Big Rings,12,2016-03-05
DMX,X Gon' Give It To Ya,13,2016-03-05
Kendrick Lamar,Alright,14,2016-03-05
Luke Nasty,Might Be,15,2016-03-05
2 Chainz,Watch Out,16,2016-03-05
Kid Ink Featuring Fetty Wap,Promise,17,2016-03-05
DLOW,Bet You Can't Do It Like Me,18,2016-03-05
Wiz Khalifa Featuring Travi$ Scott,Bake Sale,19,2016-03-05
O.T. Genasis Featuring Young Dolph,Cut It,20,2016-03-05
iLoveMemphis,Lean & Dabb,21,2016-03-05
Missy Elliott Featuring Pharrell Williams,WTF (Where They From),22,2016-03-05
Ty Dolla $ign Featuring E-40,Saved,23,2016-03-05
Future,Stick Talk,24,2016-03-05
Belly Featuring The Weeknd,Might Not,25,2016-03-05
G-Eazy x Bebe Rexha,"Me, Myself & I",1,2016-03-12
Yo Gotti Featuring Nicki Minaj,Down In The DM,2,2016-03-12
Drake,Hotline Bling,3,2016-03-12
Drake & Future,Jumpman,4,2016-03-12
Kevin Gates,2 Phones,5,2016-03-12
Drake,Summer Sixteen,6,2016-03-12
Travi$ Scott,Antidote,7,2016-03-12
Young Thug,Best Friend,8,2016-03-12
Future Featuring The Weeknd,Low Life,9,2016-03-12
Kevin Gates,Really Really,10,2016-03-12
Fetty Wap,Jimmy Choo,11,2016-03-12
Drake & Future,Big Rings,12,2016-03-12
Luke Nasty,Might Be,13,2016-03-12
DMX,X Gon' Give It To Ya,14,2016-03-12
Kid Ink Featuring Fetty Wap,Promise,15,2016-03-12
Migos,Look At My Dab,16,2016-03-12
2 Chainz,Watch Out,17,2016-03-12
Ty Dolla $ign Featuring E-40,Saved,18,2016-03-12
O.T. Genasis Featuring Young Dolph,Cut It,19,2016-03-12
Belly Featuring The Weeknd,Panda,20,2016-03-12
Kendrick Lamar,Might Not,21,2016-03-12
DLOW,Alright,22,2016-03-12
Future,Bet You Can't Do It Like Me,23,2016-03-12
Wiz Khalifa Featuring Travi$ Scott,Stick Talk,24,2016-03-12
G-Eazy x Bebe Rexha,"Me, Myself & I",1,2016-03-19
Yo Gotti Featuring Nicki Minaj,Down In The DM,2,2016-03-19
Drake & Future,Jumpman,3,2016-03-19
Drake,Hotline Bling,4,2016-03-19
Kevin Gates,2 Phones,5,2016-03-19
Drake,Summer Sixteen,6,2016-03-19
Young Thug,Best Friend,7,2016-03-19
Future Featuring The Weeknd,Low Life,8,2016-03-19
Kevin Gates,Really Really,9,2016-03-19
Fetty Wap,Jimmy Choo,10,2016-03-19
Luke Nasty,Might Be,11,2016-03-19
Flo Rida Featuring Jason Derulo,Hello Friday,12,2016-03-19
Kid Ink Featuring Fetty Wap,Promise,13,2016-03-19
Drake & Future,Big Rings,14,2016-03-19
O.T. Genasis Featuring Young Dolph,Cut It,15,2016-03-19
Ty Dolla $ign Featuring E-40,Saved,16,2016-03-19
Desiigner,Panda,17,2016-03-19
Belly Featuring The Weeknd,Might Not,18,2016-03-19
2 Chainz,Watch Out,19,2016-03-19
Migos,Look At My Dab,20,2016-03-19
Future,Stick Talk,21,2016-03-19
DLOW,Bet You Can't Do It Like Me,22,2016-03-19
Kendrick Lamar,Alright,23,2016-03-19
A$AP Ferg Featuring Future,New Level,24,2016-03-19
Wiz Khalifa Featuring Travi$ Scott,Bake Sale,25,2016-03-19
G-Eazy x Bebe Rexha,"Me, Myself & I",1,2016-03-26
Yo Gotti Featuring Nicki Minaj,Down In The DM,2,2016-03-26
Kevin Gates,2 Phones,3,2016-03-26
Drake & Future,Jumpman,4,2016-03-26
Drake,Hotline Bling,5,2016-03-26
Drake,Summer Sixteen,6,2016-03-26
Future Featuring The Weeknd,Low Life,7,2016-03-26
Young Thug,Best Friend,8,2016-03-26
Kevin Gates,Really Really,9,2016-03-26
Desiigner,Panda,10,2016-03-26
Fetty Wap,Jimmy Choo,11,2016-03-26
Kendrick Lamar,Untitled 02 l 06.23.2014.,12,2016-03-26
O.T. Genasis Featuring Young Dolph,Cut It,13,2016-03-26
Luke Nasty,Might Be,14,2016-03-26
Kid Ink Featuring Fetty Wap,Promise,15,2016-03-26
Kendrick Lamar,Untitled 07 l 2014 - 2016,16,2016-03-26
2 Chainz,Watch Out,17,2016-03-26
Belly Featuring The Weeknd,Might Not,18,2016-03-26
Ty Dolla $ign Featuring E-40,Saved,19,2016-03-26
2 Chainz Featuring Lil Wayne,Gotta Lotta,20,2016-03-26
2 Chainz Featuring Lil Wayne,Bounce,21,2016-03-26
Future,Stick Talk,22,2016-03-26
Kendrick Lamar,Alright,23,2016-03-26
A$AP Ferg Featuring Future,New Level,24,2016-03-26
DLOW,Bet You Can't Do It Like Me,25,2016-03-26
G-Eazy x Bebe Rexha,"Me, Myself & I",1,2016-04-02
Kevin Gates,2 Phones,2,2016-04-02
Yo Gotti Featuring Nicki Minaj,Down In The DM,3,2016-04-02
Drake & Future,Jumpman,4,2016-04-02
Drake,Hotline Bling,5,2016-04-02
Drake,Summer Sixteen,6,2016-04-02
Desiigner,Panda,7,2016-04-02
Future Featuring The Weeknd,Low Life,8,2016-04-02
Young Thug,Best Friend,9,2016-04-02
Kevin Gates,Really Really,10,2016-04-02
O.T. Genasis Featuring Young Dolph,Cut It,11,2016-04-02
Kid Ink Featuring Fetty Wap,Promise,12,2016-04-02
Fetty Wap,Jimmy Choo,13,2016-04-02
Belly Featuring The Weeknd,Might Not,14,2016-04-02
Luke Nasty,Might Be,15,2016-04-02
Ty Dolla $ign Featuring E-40,Saved,16,2016-04-02
Kendrick Lamar,Untitled 02 l 06.23.2014.,17,2016-04-02
2 Chainz,Watch Out,18,2016-04-02
Future,Stick Talk,19,2016-04-02
A$AP Ferg Featuring Future,New Level,20,2016-04-02
Young Greatness,Moolah,21,2016-04-02
Future,March Madness,22,2016-04-02
Kendrick Lamar,Untitled 07 l 2014 - 2016,23,2016-04-02
DLOW,Bet You Can't Do It Like Me,24,2016-04-02
MadeinTYO,Uber Everywhere,25,2016-04-02
G-Eazy x Bebe Rexha,"Me, Myself & I",1,2016-04-09
Kevin Gates,2 Phones,2,2016-04-09
Desiigner,Panda,3,2016-04-09
Yo Gotti Featuring Nicki Minaj,Down In The DM,4,2016-04-09
Drake & Future,Jumpman,5,2016-04-09
Future Featuring The Weeknd,Low Life,6,2016-04-09
Drake,Summer Sixteen,7,2016-04-09
Iggy Azalea,Team,8,2016-04-09
Kevin Gates,Really Really,9,2016-04-09
Young Thug,Best Friend,10,2016-04-09
O.T. Genasis Featuring Young Dolph,Cut It,11,2016-04-09
Kid Ink Featuring Fetty Wap,Promise,12,2016-04-09
Fetty Wap,Jimmy Choo,13,2016-04-09
Belly Featuring The Weeknd,Might Not,14,2016-04-09
DJ Luke Nasty,Might Be,15,2016-04-09
Ty Dolla $ign Featuring E-40,Saved,16,2016-04-09
A$AP Ferg Featuring Future,New Level,17,2016-04-09
Young Greatness,Moolah,18,2016-04-09
2 Chainz,Watch Out,19,2016-04-09
MadeinTYO,Uber Everywhere,20,2016-04-09
Future,March Madness,21,2016-04-09
Fat Joe & Remy Ma Featuring French Montana,All The Way Up,22,2016-04-09
Yo Gotti Featuring E-40,Law,23,2016-04-09
J. Cole,Love Yourz,24,2016-04-09
Plies,Ran Off On Da Plug Twice,25,2016-04-09
G-Eazy x Bebe Rexha,"Me, Myself & I",1,2016-04-16
Desiigner,Panda,2,2016-04-16
Kevin Gates,2 Phones,3,2016-04-16
Yo Gotti Featuring Nicki Minaj,Down In The DM,4,2016-04-16
Future Featuring The Weeknd,Low Life,5,2016-04-16
Drake & Future,Jumpman,6,2016-04-16
Drake,Summer Sixteen,7,2016-04-16
Kevin Gates,Really Really,8,2016-04-16
O.T. Genasis Featuring Young Dolph,Cut It,9,2016-04-16
Young Thug,Best Friend,10,2016-04-16
Kid Ink Featuring Fetty Wap,Promise,11,2016-04-16
Fetty Wap,Jimmy Choo,12,2016-04-16
Iggy Azalea,Team,13,2016-04-16
Belly Featuring The Weeknd,Might Not,14,2016-04-16
DJ Luke Nasty,Might Be,15,2016-04-16
Ty Dolla $ign Featuring E-40,Saved,16,2016-04-16
Young Thug,With Them,17,2016-04-16
Fat Joe & Remy Ma Featuring French Montana,All The Way Up,18,2016-04-16
Young Thug,Digits,19,2016-04-16
Young Greatness,Moolah,20,2016-04-16
A$AP Ferg Featuring Future,New Level,21,2016-04-16
MadeinTYO,Uber Everywhere,22,2016-04-16
2 Chainz,Watch Out,23,2016-04-16
Yo Gotti Featuring E-40,Law,24,2016-04-16
Rae Sremmurd,By Chance,25,2016-04-16
Desiigner,Panda,1,2016-04-23
G-Eazy x Bebe Rexha,"Me, Myself & I",2,2016-04-23
Drake Featuring The Throne,Pop Style,3,2016-04-23
Kevin Gates,2 Phones,4,2016-04-23
Drake & Future,Jumpman,5,2016-04-23
Future Featuring The Weeknd,Low Life,6,2016-04-23
Yo Gotti Featuring Nicki Minaj,Down In The DM,7,2016-04-23
Kanye West,Famous,8,2016-04-23
Kanye West,Father Stretch My Hands Pt. 1,9,2016-04-23
Drake,Summer Sixteen,10,2016-04-23
Kanye West,Pt. 2,11,2016-04-23
O.T. Genasis Featuring Young Dolph,Cut It,12,2016-04-23
Kevin Gates,Really Really,13,2016-04-23
Kid Ink Featuring Fetty Wap,Promise,14,2016-04-23
Iggy Azalea,Team,15,2016-04-23
Kanye West,Ultralight Beam,16,2016-04-23
Kanye West,Waves,17,2016-04-23
Belly Featuring The Weeknd,Might Not,18,2016-04-23
Young Thug,Best Friend,19,2016-04-23
Fat Joe & Remy Ma Featuring French Montana,All The Way Up,20,2016-04-23
DJ Luke Nasty,Might Be,21,2016-04-23
Kanye West,FML,22,2016-04-23
Fetty Wap,Jimmy Choo,23,2016-04-23
Ty Dolla $ign Featuring E-40,Saved,24,2016-04-23
Kanye West,Real Friends,25,2016-04-23
Desiigner,Panda,1,2016-04-30
G-Eazy x Bebe Rexha,"Me, Myself & I",2,2016-04-30
Kevin Gates,2 Phones,3,2016-04-30
Drake Featuring The Throne,Pop Style,4,2016-04-30
Future Featuring The Weeknd,Low Life,5,2016-04-30
Drake & Future,Jumpman,6,2016-04-30
Yo Gotti Featuring Nicki Minaj,Down In The DM,7,2016-04-30
O.T. Genasis Featuring Young Dolph,Cut It,8,2016-04-30
Kanye West,Famous,9,2016-04-30
Drake,Summer Sixteen,10,2016-04-30
Kanye West,Father Stretch My Hands Pt. 1,11,2016-04-30
Kid Ink Featuring Fetty Wap,Promise,12,2016-04-30
Iggy Azalea,Team,13,2016-04-30
Kevin Gates,Really Really,14,2016-04-30
Belly Featuring The Weeknd,Might Not,15,2016-04-30
Fat Joe & Remy Ma Featuring French Montana,All The Way Up,16,2016-04-30
Pitbull Featuring Enrique Iglesias,Messin' Around,17,2016-04-30
Kanye West,Pt. 2,18,2016-04-30
DJ Luke Nasty,Might Be,19,2016-04-30
Ty Dolla $ign Featuring E-40,Saved,20,2016-04-30
MadeinTYO,Uber Everywhere,21,2016-04-30
Yo Gotti Featuring E-40,Law,22,2016-04-30
Kanye West,Waves,23,2016-04-30
Young Greatness,Moolah,24,2016-04-30
Fetty Wap,Jimmy Choo,25,2016-04-30
Desiigner,Panda,1,2016-05-07
G-Eazy x Bebe Rexha,"Me, Myself & I",2,2016-05-07
Future Featuring The Weeknd,Low Life,3,2016-05-07
Kevin Gates,2 Phones,4,2016-05-07
Drake Featuring The Throne,Pop Style,5,2016-05-07
Yo Gotti Featuring Nicki Minaj,Down In The DM,6,2016-05-07
O.T. Genasis Featuring Young Dolph,Cut It,7,2016-05-07
Kanye West,Famous,8,2016-05-07
Kid Ink Featuring Fetty Wap,Promise,9,2016-05-07
Kanye West,Father Stretch My Hands Pt. 1,10,2016-05-07
Fat Joe & Remy Ma Featuring French Montana,All The Way Up,11,2016-05-07
Drake,Summer Sixteen,12,2016-05-07
Iggy Azalea,Team,13,2016-05-07
Kevin Gates,Really Really,14,2016-05-07
Belly Featuring The Weeknd,Might Not,15,2016-05-07
Future,Wicked,16,2016-05-07
MadeinTYO,Uber Everywhere,17,2016-05-07
